etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
1042   | #proːkˈeːde# | *#prot͡ʃˈede# | *#pɾut͡ʃe̯ˈade# | *#prut͡ʃˈede# {GOLD: #purt͡ʃˈede#}
1043   | #salˈiː# | *#salˈi# | *#sə?0ˈi# | *#sə?1j̊# {GOLD: #sərˈi#}
1044   | #saltˈaː# | *#saltˈa# | *#səltˈa# | *#səltˈa# {GOLD: #səltˈa#}
1045   | #sedˈeː# | *#sedˈe# | *#sedˈe# | *#sedˈe# {GOLD: #ʃede̯ˈa#}
1046   | #stˈaː# | *#stˈa# | *#stˈa# | *#stˈa# {GOLD: #stˈa#}
1047   | #subˈiː# | *#sud͡ʒˈi# | *#sud͡ʒˈi# | *#sud͡ʒj̊# {GOLD: #suˈi#}
1048   | #tenˈeː# | *#tenˈe# | *#tenˈe# | *#tinˈe# {GOLD: #t͡sine̯ˈa#}
1049   | #traːjˈike# | *#trad͡ʒˈet͡ʃe# | *#tɾəd͡ʒe̯ˈat͡ʃe# | *#trəd͡ʒˈet͡ʃe# {GOLD: #trˈet͡ʃe#}
1050   | #wenˈiː# | *#enˈi# | *#eɲˈi# | *#ij̊# {GOLD: #venˈi#}
1051   | #ˌadreːktˈa# | *#adrestˈa# | *#adɾestˈa# | *#adrestˈa# {GOLD: #arətˈa#}
1052   | #applikˈaː# | *#aplekˈa# | *#aplekˈa# | *#aplekˈa# {GOLD: #aplekˈa#}
1053   | #attˈinɡe# | *#atˈend͡ʒe# | *#atˈend͡ʒe# | *#atˈind͡ʒe# {GOLD: #atˈind͡ʒe#}
1054   | #bˈattue# | *#bˈate# | *#bˈate# | *#bˈate# {GOLD: #bˈate#}
1055   | #awkupˈaː# | *#akupˈa# | *#akupˈa# | *#akupˈa# {GOLD: #apukˈa#}
1056   | #kˌomprendˈeː# | *#komprendˈe# | *#kumpɾendˈe# | *#kumprindˈe# {GOLD: #kuprˈinde#}
1057   | #dˈa# | *#dˈa# | *#dˈa# | *#dˈa# {GOLD: #dˈa#}
1058   | #eksbˈattue# | *#sbˈate# | *#sbˈate# | *#sbˈate# {GOLD: #zbˈate#}
1059   | #ekskˈute# | *#skˈute# | *#skˈute# | *#skˈute# {GOLD: #sko̯ˈate#}
1060   | #frikˈaː# | *#frekˈa# | *#fɾekˈa# | *#frekˈa# {GOLD: #frekˈa#}
1061   | #frikaːtˈuːra# | *#frekatˈura# | *#fɾekətˈuɾə# | *#frekətˈurə# {GOLD: #frekətˈurə#}
1062   | #ˌinɡˈannaː# | *#enɡˈanna# | *#enɡˈannə# | *#inɡˈanə# {GOLD: #ɨnɡˈɨna#}
1063   | #laksˈaː# | *#lasˈa# | *#ləsˈa# | *#ləsˈa# {GOLD: #ləsˈa#}
1064   | #pˈoːne# | *#pˈone# | *#pˈune# | *#pˈune# {GOLD: #pˈune#}
1065   | #rˈumpe# | *#rˈumpe# | *#rrˈumpe# | *#rˈumpe# {GOLD: #rˈupe#}
1066   | #skarpinˈaː# | *#skarpenˈa# | *#skəɾpenˈa# | *#skərpɨnˈa# {GOLD: #skərpinˈa#}
1067   | #spˈarɡe# | *#spˈard͡ʒe# | *#spˈaɾd͡ʒe# | *#spˈard͡ʒe# {GOLD: #spˈard͡ʒe#}
1068   | #strˈinɡe# | *#strˈend͡ʒe# | *#stɾˈend͡ʒe# | *#strˈind͡ʒe# {GOLD: #strˈɨnd͡ʒe#}
1069   | #tremulˈaː# | *#tremlˈa# | *#tɾemlˈa# | *#trimlˈa# {GOLD: #tremurˈa#}
1070   | #krˈeːske# | *#krˈest͡ʃe# | *#kɾe̯ˈaʃt͡ʃe# | *#krˈeʃt͡ʃe# {GOLD: #krˈeʃte#}
1071   | #okkaːsionˈaː# | *#okasd͡ʒonˈa# | *#ukəsd͡ʒunˈa# | *#ukɨsʒunˈa# {GOLD: #kəʃunˈa#}
1072   | #sˈortem# | *#sˈorte# | *#so̯ˈaɾte# | *#so̯ˈarte# {GOLD: #so̯ˈartə#}
1073   | #ˌadwˈiks# | *#adˈep# | *#adˈep# | *#adˈep# {GOLD: #abjˈa#}
1074   | #bˈonum# | *#bˈonu# | *#bˈunu# | *#bˈun# {GOLD: #bˈun#}
1075   | #kˈata# | *#kˈata# | *#kˈatə# | *#kˈatə# {GOLD: #kˈate#}
1076   | #kˈum# | *#kˈu# | *#kˈu# | *#k# {GOLD: #kˈu#}
1077   | #fˈoraːs# | *#fˈora# | *#fo̯ˈaɾə# | *#fo̯ˈarə# {GOLD: #fˈərə#}
1078   | #inkˈipe# | *#ent͡ʃˈepe# | *#ent͡ʃe̯ˈape# | *#int͡ʃˈepe# {GOLD: #ɨnt͡ʃˈepe#}
1079   | #potˈeː# | *#potˈe# | *#putˈe# | *#putˈe# {GOLD: #pute̯ˈa#}
1080   | #kwˈaːlem# | *#pˈale# | *#pˈaɾe# | *#pˈare# {GOLD: #kˈare#}
1081   | #kwˈam# | *#pˈa# | *#pˈa# | *#pˈa# {GOLD: #kˈa#}
1082   | #kˈoːmoː# | *#kˈomo# | *#kˈumu# | *#kˈum# {GOLD: #kˈum#}
1083   | #rˈeum# | *#rjˈu# | *#rrjˈu# | *#rj# {GOLD: #rˈəw#}
1084   | #sˈiːk# | *#sˈi# | *#ʃˈi# | *#ʃj̊# {GOLD: #ʃˈi#}
1085   | #seːminˈaː# | *#semnˈa# | *#semnˈa# | *#simnˈa# {GOLD: #semənˈa#}
1086   | #sˈimilem# | *#sˈemle# | *#sˈemle# | *#sˈimle# {GOLD: #se̯ˈamən#}
1087   | #abskˈonde# | *#askˈonde# | *#askˈonde# | *#askˈonde# {GOLD: #askˈunde#}
1088   | #ˌadmikstikˈaː# | *#admstekˈa# | *#admstekˈa# | *#admstekˈa# {GOLD: #amestekˈa#}
1089   | #astˈerne# | *#astˈɛrne# | *#ast͡sˈeɾne# | *#ast͡sˈerne# {GOLD: #aʃtˈerne#}
1090   | #ˌadstupˈaː# | *#astupˈa# | *#astupˈa# | *#astupˈa# {GOLD: #astupˈa#}
1091   | #alliɡˈaː# | *#alleɡˈa# | *#aleɡˈa# | *#aleɡˈa# {GOLD: #aleɡˈa#}
1092   | #apparˈaː# | *#aparˈa# | *#apəɾˈa# | *#apərˈa# {GOLD: #apərˈa#}
1093   | #astruikˈaː# | *#astrekˈa# | *#astɾekˈa# | *#astrekˈa# {GOLD: #astrukˈa#}
1094   | #kawtˈaː# | *#katˈa# | *#kətˈa# | *#kətˈa# {GOLD: #kəwtˈa#}
1095   | #kooperˈiː# | *#koperˈi# | *#kupe?0ˈi# | *#kupe?1j̊# {GOLD: #koperˈi#}
1096   | #krepˈaː# | *#krepˈa# | *#kɾepˈa# | *#krepˈa# {GOLD: #krəpˈa#}
1097   | #kuːrˈaː# | *#kurˈa# | *#kuɾˈa# | *#kurˈa# {GOLD: #kurˈa#}
1098   | #deːspikˈaː# | *#despekˈa# | *#despekˈa# | *#despəkˈa# {GOLD: #despikˈa#}
1099   | #dˈiːriɡe# | *#dˈired͡ʒe# | *#d͡zˈiɾed͡ʒe# | *#zˈired͡ʒe# {GOLD: #drˈed͡ʒe#}
1100   | #diskoperˈiː# | *#dskoperˈi# | *#dskupe?0ˈi# | *#dskupe?1j̊# {GOLD: #deskoperˈi#}
1101   | #ekskurtˈaː# | *#skurtˈa# | *#skuɾtˈa# | *#skurtˈa# {GOLD: #skurtˈa#}
1102   | #ekspulwerˈaː# | *#spulerˈa# | *#spuɾeɾˈa# | *#spurerˈa# {GOLD: #spulberˈa#}
1103   | #ekstˈerɡe# | *#stˈɛrd͡ʒe# | *#st͡se̯ˈaɾd͡ʒe# | *#st͡sˈard͡ʒe# {GOLD: #ʃtˈerd͡ʒe#}
1104   | #ekstˈorkwe# | *#stˈort͡ʃe# | *#sto̯ˈaɾt͡ʃe# | *#sto̯ˈart͡ʃe# {GOLD: #sto̯ˈart͡ʃe#}
1105   | #ekstrakolˈaː# | *#strakolˈa# | *#stɾəkuɾˈa# | *#strəkurˈa# {GOLD: #strekurˈa#}
1106   | #ekstrikˈaː# | *#strekˈa# | *#stɾekˈa# | *#strekˈa# {GOLD: #strikˈa#}
1107   | #fˈake# | *#fˈat͡ʃe# | *#fˈat͡ʃe# | *#fˈat͡ʃe# {GOLD: #fˈat͡ʃe#}
1108   | #frˈanɡe# | *#frˈand͡ʒe# | *#fɾˈand͡ʒe# | *#frˈand͡ʒe# {GOLD: #frˈɨnd͡ʒe#}
1109   | #imbinˈaː# | *#embenˈa# | *#embenˈa# | *#imbɨnˈa# {GOLD: #ɨmbinˈa#}
1110   | #impartˈiː# | *#empartˈi# | *#empəɾt͡sˈi# | *#impərt͡sj̊# {GOLD: #ɨmpərt͡sˈi#}
1111   | #impedikˈaː# | *#empedekˈa# | *#empedekˈa# | *#impedekˈa# {GOLD: #ɨmpjedikˈa#}
1112   | #impˈinɡe# | *#empˈend͡ʒe# | *#empˈend͡ʒe# | *#impˈind͡ʒe# {GOLD: #ɨmpˈind͡ʒe#}
1113   | #implantˈaː# | *#emplantˈa# | *#empləntˈa# | *#implɨntˈa# {GOLD: #ɨmplɨntˈa#}
1114   | #ˈumple# | *#ˈumple# | *#ˈumple# | *#ˈumple# {GOLD: #ˈumple#}
1115   | #impˈunɡe# | *#empˈund͡ʒe# | *#empˈund͡ʒe# | *#impˈund͡ʒe# {GOLD: #ɨmpˈund͡ʒe#}
1116   | #ˌinaltiˈaː# | *#enald͡ʒˈa# | *#enəld͡ʒˈa# | *#inəld͡ʒˈa# {GOLD: #ɨnəlt͡sˈa#}
1117   | #ˌinkirkˈaː# | *#ent͡ʃerkˈa# | *#ent͡ʃeɾkˈa# | *#int͡ʃerkˈa# {GOLD: #ɨnt͡ʃerkˈa#}
1118   | #ˌinklaːwˈaː# | *#enklaˈa# | *#enkʎeˈa# | *#inkjeˈa# {GOLD: #ɨnkejˈa#}
1119   | #inflˈaː# | *#iflˈa# | *#jiflˈa# | *#iflˈa# {GOLD: #umflˈa#}
1120   | #insiɡnˈaː# | *#isennˈa# | *#jisennˈa# | *#isinˈa# {GOLD: #ɨnsemnˈa#}
1121   | #intˈinɡe# | *#entˈend͡ʒe# | *#entˈend͡ʒe# | *#intˈind͡ʒe# {GOLD: #ɨntˈind͡ʒe#}
1122   | #intˈorkwe# | *#entˈort͡ʃe# | *#ento̯ˈaɾt͡ʃe# | *#into̯ˈart͡ʃe# {GOLD: #ɨnto̯ˈart͡ʃe#}
1123   | #inwiˈaː# | *#enbd͡ʒˈa# | *#enbd͡ʒˈa# | *#inbd͡ʒˈa# {GOLD: #ɨmbjˈa#}
1124   | #liɡˈaː# | *#leɡˈa# | *#leɡˈa# | *#leɡˈa# {GOLD: #leɡˈa#}
1125   | #molliˈaː# | *#molld͡ʒˈa# | *#muld͡ʒˈa# | *#muld͡ʒˈa# {GOLD: #mujˈa#}
1126   | #pertˈunde# | *#pertˈunde# | *#peɾtˈunde# | *#pərtˈunde# {GOLD: #pətrˈunde#}
1127   | #rˈade# | *#rˈade# | *#rrˈade# | *#rˈade# {GOLD: #rˈade#}
1128   | #rˈoːde# | *#rˈode# | *#rro̯ˈade# | *#ro̯ˈade# {GOLD: #ro̯ˈade#}
1129   | #subtiliˈaː# | *#suɡteld͡ʒˈa# | *#suɡteld͡ʒˈa# | *#suɡteld͡ʒˈa# {GOLD: #subt͡sjˈa#}
1130   | #taːliˈaː# | *#tald͡ʒˈa# | *#təld͡ʒˈa# | *#təld͡ʒˈa# {GOLD: #təjˈa#}
1131   | #trˈahe# | *#trˈaiː̯# | *#tɾˈaiː̯# | *#trˈaiː̯# {GOLD: #trˈad͡ʒe#}
1132   | #ˈunɡe# | *#ˈund͡ʒe# | *#ˈund͡ʒe# | *#ˈund͡ʒe# {GOLD: #ˈund͡ʒe#}
1133   | #wersˈaː# | *#vsˈa# | *#vsˈa# | *#vsˈa# {GOLD: #vərsˈa#}
1134   | #lukrˈaː# | *#lusrˈa# | *#lusɾˈa# | *#lusrˈa# {GOLD: #lukrˈa#}
1135   | #lˈukrum# | *#lˈupru# | *#lˈupɾu# | *#lˈuprw̍# {GOLD: #lˈukru#}
1136   | #maɡˈistrum# | *#mad͡ʒˈestru# | *#məd͡ʒˈestɾu# | *#məd͡ʒˈestrw̍# {GOLD: #məjˈestru#}
1137   | #ˌinkwiˈeːtum# | *#enkbd͡ʒˈetu# | *#enkbd͡ʒˈetu# | *#inkbd͡ʒˈet# {GOLD: #ɨnt͡ʃˈet#}
1138   | #addˈuːke# | *#adˈut͡ʃe# | *#adˈut͡ʃe# | *#adˈut͡ʃe# {GOLD: #adˈut͡ʃe#}
1139   | #kaballaːrˈikium# | *#kaallarˈed͡zu# | *#kəaɾˈed͡zu# | *#kəarˈez# {GOLD: #kələrˈet͡s#}
1140   | #kaballˈaːrem# | *#kaallˈare# | *#kəalˈaɾe# | *#kəalˈare# {GOLD: #kəlˈare#}
1141   | #karrˈaː# | *#karrˈa# | *#kərrˈa# | *#kɨrˈa# {GOLD: #kərˈa#}
1142   | #diskaballikˈaː# | *#dskaallekˈa# | *#dskəalekˈa# | *#dskəalekˈa# {GOLD: #deskəlekˈa#}
1143   | #dˈuːke# | *#dˈut͡ʃe# | *#dˈut͡ʃe# | *#dˈut͡ʃe# {GOLD: #dˈut͡ʃe#}
1144   | #infreːnˈaː# | *#ifrenˈa# | *#jifɾenˈa# | *#ifrinˈa# {GOLD: #ɨnfrɨnˈa#}
1145   | #mutˈaː# | *#mutˈa# | *#mutˈa# | *#mutˈa# {GOLD: #mutˈa#}
1146   | #portˈaː# | *#portˈa# | *#puɾtˈa# | *#purtˈa# {GOLD: #purtˈa#}
1147   | #traɡinˈaː# | *#trad͡ʒenˈa# | *#tɾəd͡ʒenˈa# | *#trəd͡ʒinˈa# {GOLD: #trəɡənˈa#}
1148   | #traːmˈitte# | *#tramˈete# | *#tɾəme̯ˈate# | *#trəmˈate# {GOLD: #trimˈite#}
1149   | #bukkˈellam# | *#but͡ʃˈɛlla# | *#but͡ʃe̯ˈawə# | *#but͡ʃe̯ˈawə# {GOLD: #but͡ʃe̯ˈa#}
1150   | #kapˈistrum# | *#kapˈestru# | *#kəpˈestɾu# | *#kəpˈəstrw̍# {GOLD: #kəpˈəstru#}
1151   | #kˈarrum# | *#kˈarru# | *#kˈarru# | *#kˈar# {GOLD: #kˈar#}
1152   | #kˈinɡulam# | *#t͡ʃˈenɡula# | *#t͡ʃˈenɡuɾə# | *#t͡ʃˈinɡurə# {GOLD: #kˈinɡə#}
1153   | #inkarrikatˈuːram# | *#enkarrekatˈura# | *#enkərrekətˈuɾə# | *#inkɨrəkətˈurə# {GOLD: #ɨnkərkətˈurə#}
1154   | #lˈuntrem# | *#lˈuntre# | *#lˈuntɾe# | *#lˈuntre# {GOLD: #lˈuntre#}
1155   | #pˈedika# | *#pˈɛdeka# | *#pje̯ˈadekə# | *#pjˈedekə# {GOLD: #pjˈedikə#}
1156   | #pʰˌɑlˈɑnɡɑ# | *#pɑlˈɑnɡɑ# | *#pəɾˈɑnɡə# | *#pərˈɑnɡə# {GOLD: #pərˈɨnɡə#}
1157   | #rˈota# | *#rˈota# | *#rro̯ˈatə# | *#ro̯ˈatə# {GOLD: #ro̯ˈatə#}
1158   | #sˈarkinam# | *#sˈart͡ʃena# | *#sˈaɾt͡ʃenə# | *#sˈart͡ʃinə# {GOLD: #sˈart͡ʃinə#}
1159   | #sˈellam# | *#sˈɛlla# | *#ʃe̯ˈawə# | *#ʃˈawə# {GOLD: #ʃˈa#}
1160   | #kˈallem# | *#kˈalle# | *#kˈale# | *#kˈale# {GOLD: #kˈale#}
1161   | #karrˈaːriam# | *#karrˈard͡ʒa# | *#kərrˈaɾd͡ʒə# | *#kɨrˈard͡ʒə# {GOLD: #kərˈare#}
1162   | #pˈontum# | *#pˈontu# | *#pˈontu# | *#pˈont# {GOLD: #pˈunte#}
1163   | #kˈerne# | *#t͡ʃˈɛrne# | *#t͡ʃˈeɾne# | *#t͡ʃˈerne# {GOLD: #t͡ʃˈerne#}
1164   | #kollˈiɡe# | *#kollˈed͡ʒe# | *#kule̯ˈad͡ʒe# | *#kulˈed͡ʒe# {GOLD: #kulˈed͡ʒe#}
1165   | #kuːrˈaː# | *#kurˈa# | *#kuɾˈa# | *#kurˈa# {GOLD: #kurˈa#}
1166   | #maːkʰinˈaː# | *#mat͡ʃenˈa# | *#mət͡ʃenˈa# | *#mət͡ʃinˈa# {GOLD: #mət͡ʃinˈa#}
1167   | #piːnsˈaː# | *#pisˈa# | *#pesˈa# | *#pəsˈa# {GOLD: #pisˈa#}
1168   | #sappˈaː# | *#sapˈa# | *#səpˈa# | *#səpˈa# {GOLD: #səpˈa#}
1169   | #tribulˈaː# | *#treɡulˈa# | *#tɾeɡuɾˈa# | *#treɡurˈa# {GOLD: #trejerˈa#}
1170   | #wentilˈaː# | *#entelˈa# | *#enteɾˈa# | *#interˈa# {GOLD: #vɨnturˈa#}
1171   | #mˈola# | *#mˈola# | *#mo̯ˈaɾə# | *#mo̯ˈarə# {GOLD: #mo̯ˈarə#}
1172   | #pˈaːlum# | *#pˈalu# | *#pˈaɾu# | *#pˈar# {GOLD: #pˈar#}
1173   | #sˈappam# | *#sˈapa# | *#sˈapə# | *#sˈapə# {GOLD: #sˈapə#}
1174   | #sˈikilem# | *#sˈet͡ʃele# | *#se̯ˈat͡ʃeɾe# | *#sˈet͡ʃere# {GOLD: #sˈet͡ʃerə#}
1175   | #ˈaːream# | *#ˈard͡ʒa# | *#ˈaɾd͡ʒə# | *#ˈard͡ʒə# {GOLD: #ˈarje#}
1176   | #kˈampum# | *#kˈampu# | *#kˈampu# | *#kˈamp# {GOLD: #kˈɨmp#}
1177   | #pˈorkam# | *#pˈorka# | *#po̯ˈaɾkə# | *#po̯ˈarkə# {GOLD: #po̯ˈarkə#}
1178   | #rˈunkum# | *#rˈunku# | *#rrˈunku# | *#rˈunk# {GOLD: #rˈunk#}
1179   | #seːminaːtˈuːram# | *#semnatˈura# | *#semnətˈuɾə# | *#simnətˈurə# {GOLD: #semənətˈurə#}
1180   | #tˈerram# | *#tˈɛrra# | *#t͡se̯ˈarrə# | *#t͡sˈarə# {GOLD: #t͡sˈarə#}
1181   | #wˈiːneam# | *#ˈind͡ʒa# | *#jˈind͡ʒə# | *#ˈind͡ʒə# {GOLD: #vˈije#}
1182   | #liɡaːtˈuːram# | *#leɡatˈura# | *#leɡətˈuɾə# | *#leɡətˈurə# {GOLD: #leɡətˈurə#}
1183   | #manˈukulum# | *#manˈukulu# | *#mənˈukuɾu# | *#mɨnˈukur# {GOLD: #mənˈukj#}
1184   | #sˈiram# | *#sˈera# | *#se̯ˈaɾə# | *#se̯ˈarə# {GOLD: #ʃˈirə#}
1185   | #adakwˈaː# | *#adapˈa# | *#adəpˈa# | *#adəpˈa# {GOLD: #adəpˈa#}
1186   | #minˈaː# | *#menˈa# | *#menˈa# | *#mɨnˈa# {GOLD: #mɨnˈa#}
1187   | #mulɡˈeː# | *#muld͡ʒˈe# | *#muld͡ʒˈe# | *#muld͡ʒˈe# {GOLD: #mˈuld͡ʒe#}
1188   | #pˈaːske# | *#pˈast͡ʃe# | *#pˈaʃt͡ʃe# | *#pˈaʃt͡ʃe# {GOLD: #pˈaʃte#}
1189   | #ˌinsiɡnˈaː# | *#isennˈa# | *#jisennˈa# | *#isinˈa# {GOLD: #ɨnsemnˈa#}
1190   | #tondˈeː# | *#tondˈe# | *#tundˈe# | *#tundˈe# {GOLD: #tundˈe#}
1191   | #fˈenum# | *#fˈɛnu# | *#fjˈenu# | *#fˈin# {GOLD: #fˈɨn#}
1192   | #hiːbernˈaː# | *#iernˈa# | *#jieɾnˈa# | *#iernˈa# {GOLD: #jernˈa#}
1193   | #jˈuɡum# | *#d͡ʒˈuɡu# | *#d͡ʒˈuɡu# | *#ʒˈuɡ# {GOLD: #ʒˈuɡ#}
1194   | #nuːtrˈiːkium# | *#nutrˈid͡zu# | *#nut?0ˈid͡zu# | *#nut?1ˈiz# {GOLD: #nutrˈet͡s#}
1195   | #pastiˈoːnem# | *#pasd͡ʒˈone# | *#pəsd͡ʒˈune# | *#pɨsʒˈune# {GOLD: #pəʃˈune#}
1196   | #stˈabulum# | *#stˈaɡulu# | *#stˈaɡuɾu# | *#stˈaɡur# {GOLD: #stˈawl#}
1197   | #stimulˈaːria# | *#stemlˈard͡ʒa# | *#stemlˈaɾd͡ʒə# | *#stimlˈard͡ʒə# {GOLD: #strəmurˈare#}
1198   | #tˈurma# | *#tˈurma# | *#tˈuɾmə# | *#tˈurmə# {GOLD: #tˈurmə#}
1199   | #wakkarˈitia# | *#akarˈed͡za# | *#akəɾe̯ˈad͡zə# | *#akəre̯ˈazə# {GOLD: #vəkəre̯ˈat͡sə#}
1200   | #bowˈaːrium# | *#boˈard͡ʒu# | *#buˈaɾd͡ʒu# | *#buˈarʒ# {GOLD: #bo̯ˈar#}
1201   | #pastˈoːrem# | *#pastˈore# | *#pəsto̯ˈaɾe# | *#pɨsto̯ˈare# {GOLD: #pəstˈor#}
1202   | #porkˈaːrium# | *#porkˈard͡ʒu# | *#puɾkˈaɾd͡ʒu# | *#purkˈarʒ# {GOLD: #purkˈar#}
1203   | #kˈaːseum# | *#kˈasd͡ʒu# | *#kˈasd͡ʒu# | *#kˈasʒ# {GOLD: #kˈaʃ#}
1204   | #kˈeːra# | *#t͡ʃˈera# | *#t͡ʃe̯ˈaɾə# | *#t͡ʃe̯ˈarə# {GOLD: #t͡ʃe̯ˈarə#}
1205   | #koˈaːɡulum# | *#pˈaɡulu# | *#pˈaɡuɾu# | *#pˈaɡur# {GOLD: #ke̯ˈaɡ#}
1206   | #fawˈulum# | *#faˈulu# | *#fəˈuɾu# | *#fəˈur# {GOLD: #faɡˈur#}
1207   | #fˈawum# | *#fˈau# | *#fˈau# | *#fˈa# {GOLD: #fˈaɡ#}
1208   | #frˈuːktum# | *#frˈuptu# | *#fɾˈuptu# | *#frˈupt# {GOLD: #frˈupt#}
1209   | #inkoaːɡulˈaː# | *#empaɡulˈa# | *#empəɡuɾˈa# | *#impəɡurˈa# {GOLD: #ɨnkeɡˈa#}
1210   | #mˈelem# | *#mˈɛle# | *#mje̯ˈaɾe# | *#mjˈere# {GOLD: #mjˈere#}
1211   | #paːstˈuːram# | *#pastˈura# | *#pəstˈuɾə# | *#pɨstˈurə# {GOLD: #pəstˈurə#}
1212   | #stˈupum# | *#stˈupu# | *#stˈupu# | *#stˈup# {GOLD: #stˈup#}
1213   | #sˈuːkum# | *#sˈuku# | *#sˈuku# | *#sˈuk# {GOLD: #usˈuk#}
1214   | #ˈuːnktum# | *#ˈuntu# | *#ˈuntu# | *#ˈunt# {GOLD: #ˈunt#}
1215   | #uːnktˈuːram# | *#untˈura# | *#untˈuɾə# | *#untˈurə# {GOLD: #untˈurə#}
1216   | #ˌekspantikˈaː# | *#spantekˈa# | *#spəntekˈa# | *#spɨntekˈa# {GOLD: #spintekˈa#}
1217   | #weːnˈaːriː# | *#enˈari# | *#enˈa?0i# | *#inˈa?1j̊# {GOLD: #vɨnˈa#}
1218   | #weːnaːtˈoːrem# | *#enatˈore# | *#enəto̯ˈaɾe# | *#inəto̯ˈare# {GOLD: #vɨnətˈor#}
1219   | #weːnaːtˈoːriam# | *#enatˈord͡ʒa# | *#enəto̯ˈaɾd͡ʒə# | *#inəto̯ˈard͡ʒə# {GOLD: #vɨnəto̯ˈare#}
1220   | #deːspoliˈaː# | *#despold͡ʒˈa# | *#despuld͡ʒˈa# | *#despuld͡ʒˈa# {GOLD: #despujˈa#}
1221   | #ˌinfrˈanɡe# | *#ifrˈand͡ʒe# | *#jifɾˈand͡ʒe# | *#ifrˈand͡ʒe# {GOLD: #ɨnfrˈɨnd͡ʒe#}
1222   | #ˌinfrontˈaː# | *#ifrontˈa# | *#jifɾuntˈa# | *#ifruntˈa# {GOLD: #ɨnfruntˈa#}
1223   | #ˌinwˈinke# | *#enˈent͡ʃe# | *#enˈent͡ʃe# | *#inˈint͡ʃe# {GOLD: #ɨnvˈind͡ʒe#}
1224   | #lˈuːktam# | *#lˈupta# | *#lˈuptə# | *#lˈuptə# {GOLD: #lˈuptə#}
1225   | #luktˈaːriː# | *#lustˈari# | *#lustˈa?0i# | *#lustˈa?1j̊# {GOLD: #luptˈa#}
1226   | #prae̯dˈaː# | *#prae̯dˈa# | *#pɾəe̯dˈa# | *#prəe̯dˈa# {GOLD: #prədˈa#}
1227   | #rapˈiː# | *#rapˈi# | *#rrəpjˈi# | *#rəpj̊# {GOLD: #rəpˈi#}
1228   | #saɡittˈaː# | *#sad͡ʒetˈa# | *#səd͡ʒetˈa# | *#səd͡ʒetˈa# {GOLD: #səd͡ʒetˈa#}
1229   | #suppˈoːne# | *#supˈone# | *#supˈune# | *#supˈune# {GOLD: #supˈune#}
1230   | #saɡˈitta# | *#sad͡ʒˈeta# | *#səd͡ʒe̯ˈatə# | *#səd͡ʒe̯ˈatə# {GOLD: #səd͡ʒe̯ˈatə#}
1231   | #skˈutum# | *#skˈutu# | *#skˈutu# | *#skˈut# {GOLD: #skˈut#}
1232   | #tʰˈeːka# | *#tˈeka# | *#te̯ˈakə# | *#te̯ˈakə# {GOLD: #te̯ˈakə#}
1233   | #zˈawa# | *#zˈaa# | *#za# | *#za# {GOLD: #zˈa#}
1234   | #pˈaːkem# | *#pˈat͡ʃe# | *#pˈat͡ʃe# | *#pˈat͡ʃe# {GOLD: #pˈat͡ʃe#}
1235   | #prˈae̯da# | *#prˈae̯da# | *#pɾˈae̯də# | *#prˈae̯də# {GOLD: #prˈadə#}
1236   | #kˈaiulum# | *#t͡ʃˈɛlu# | *#t͡ʃˈeɾu# | *#t͡ʃˈer# {GOLD: #kˈajer#}
1237   | #kˈannulam# | *#kˈannula# | *#kˈannuɾə# | *#kˈanurə# {GOLD: #kˈanurə#}
1238   | #depaːnˈaː# | *#depanˈa# | *#depənˈa# | *#depɨnˈa# {GOLD: #depənˈa#}
1239   | #folliˈoːlum# | *#folld͡ʒˈolu# | *#fuld͡ʒˈoɾu# | *#fulʒˈor# {GOLD: #fujˈor#}
1240   | #fˈurka# | *#fˈurka# | *#fˈuɾkə# | *#fˈurkə# {GOLD: #fˈurkə#}
1241   | #fustikˈellum# | *#fustet͡ʃˈɛllu# | *#fustet͡ʃˈelu# | *#fustet͡ʃˈel# {GOLD: #fuʃtˈel#}
1242   | #fustˈellum# | *#fustˈɛllu# | *#fust͡sˈelu# | *#fust͡sˈel# {GOLD: #fuʃt͡ʃˈel#}
1243   | #fˈuːsum# | *#fˈusu# | *#fˈusu# | *#fˈus# {GOLD: #fˈus#}
1244   | #ɡlˈemus# | *#ɡlˈɛmu# | *#ɡʎˈemu# | *#ɡˈim# {GOLD: #ɡjˈem#}
1245   | #ˌinkolikˈaː# | *#enkolekˈa# | *#enkuɾekˈa# | *#inkurekˈa# {GOLD: #ɨnkurkˈa#}
1246   | #sˈuːbulum# | *#sˈuɡulu# | *#sˈuɡuɾu# | *#sˈuɡur# {GOLD: #sˈul#}
1247   | #nˈoːdum# | *#nˈodu# | *#nˈodu# | *#nˈod# {GOLD: #nˈod#}
1248   | #oːrdˈiː# | *#ordˈi# | *#uɾd͡zˈi# | *#urzj̊# {GOLD: #urzˈi#}
1249   | #pˈae̯nulam# | *#pˈae̯nula# | *#pˈae̯nuɾə# | *#pˈae̯nurə# {GOLD: #pˈənurə#}
1250   | #pˈedinum# | *#pˈɛdenu# | *#pje̯ˈadenu# | *#pjˈedin# {GOLD: #pjˈedin#}
1251   | #pˈiːllam# | *#pˈilla# | *#pjˈiwə# | *#pˈiwə# {GOLD: #pˈiwə#}
